,Unnamed: 0,Unnamed: 0.1,Status,CRN,Type,Section,Time,Days,Location,Instructor,Course Number,Course Name,Number of Credits,geneds,loc,year,term,dept,YearTerm,Year,Term,Subject,Number,Course Title,Sched Type,A+,A,A-,B+,B,B-,C+,C,C-,D+,D,D-,F,W,Primary Instructor,GPA,size
429,914069,914069,UNKNOWN,10112.0,Independent Study,,ARRANGED -,,,,ADV 400,Special Problems,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ADV/400.html,2021,spring,ADV,2021-sp,2021.0,Spring,ADV,400.0,NSAC Campaign,OLC,0.0,24.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Duff, Brittany",3.941,28.0
8332,921972,921972,UNKNOWN,62533.0,Lecture-Discussion,GCF,12:30 PM - 01:50 PM,TR,2057 Business Instructional Fac,"Sholem, D",FIN 580,Special Topics in Finance,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/580.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,580.0,Entrepreneurship Thru Acquistn,ONL,18.0,7.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Smith, Mark K",3.94,28.0
16505,930145,930145,UNKNOWN,33952.0,Online,H,ARRANGED -,,,"Colbert, C",EPSY 220,Career Theory and Practice,3,['SBS'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/220.html,2021,spring,EPSY,2021-sp,2021.0,Spring,EPSY,220.0,Career Theory and Practice,ONL,4.0,16.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Colbert, Cassandra L",3.94,22.0
20099,933739,933739,"Registration Notes: Restricted to students with Junior or Senior class standing.Section Info: Prerequisites will be enforced. This section will open to all students in the Gies College of Business and to Food Science & Human Nutrition majors on Monday, December 7, 2020 and to Industrial & Enterprise Systems Engineering, General Engineering and Systems Engineering & Design students on Monday, December 14, 2020 at approximately 10:00 a.m.  Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.Restriction(s): Restricted to Food Science & Human Nutrition or Accountancy or Finance or General Engineering or Industrial Engineering or Marketing or Information Sys & Info Tech or Supply Chain Management or Business Process Management or Management or Systems Engineering and Design or Information Systems or Operations Management or STR BUS DEV & Entrepreneurship major(s) or minor(s).",,,,,,,,BADM 325,Consumer Behavior,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/325.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,325.0,Consumer Behavior,ONL,13.0,25.0,2.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Koo, Minkyung",3.938,43.0
4633,918273,918273,"Credit: 3 hoursSection Title: Brazilian Multinat'l CompaniesSection Info: **RESTRICTION INFO: https://go.economics.illinois.edu/SpringRestrictions **DESCRIPTION: The objective of this course is to explore the participation of Brazilian multinationals in the economic development of Brazil between 1970 until 2018. The course is about Multilatinas, companies from Latin American countries that have entered the international market. After analyzing the theories, the stages of the internationalization process of Brazilian companies will be presented, whose main expansion started in the 1970s and 1980s, but intensified in the first decades of the 21st century. Finally, cases of Brazilian companies that have gone international will be presented.Restriction(s): Restricted to Undergrad - Urbana-Champaign.",,,,,,,,ECON 490,Topics in Economics,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECON/490.html,2021,spring,ECON,2021-sp,2021.0,Spring,ECON,490.0,Economic Growth,LCD,11.0,9.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Ghosh, Priyasmita",3.937,21.0
26393,940033,940033,UNKNOWN,68079.0,Online Lecture,MS,11:00 AM - 12:20 PM,TR,,"Huang, J",ECE 598,Special Topics in ECE,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECE/598.html,2021,spring,ECE,2021-sp,2021.0,Spring,ECE,598.0,Principles of Blockchains,OLC,0.0,23.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Viswanath, Pramod",3.936,26.0
1983,915623,915623,UNKNOWN,53173.0,Online,A,11:00 AM - 01:50 PM,W,,"Benton, R",LER 569,Power & Influence in HRM,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LER/569.html,2021,spring,LER,2021-sp,2021.0,Spring,LER,569.0,Power & Influence in HRM,ONL,0.0,22.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Benton, Richard",3.934,25.0
29053,942693,942693,UNKNOWN,72473.0,Online,ONL,06:00 PM - 09:00 PM,T,,"Moton, TPak, YRochon, A",EPS 405,Historical and Social Barriers,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPS/405.html,2021,spring,EPS,2021-sp,2021.0,Spring,EPS,405.0,Historical and Social Barriers,ONL,0.0,64.0,3.0,3.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pak, Yoon K",3.934,71.0
523,914163,914163,"Date Range: Meets 25-Jan-21 - 19-Mar-21.Registration Notes: Restricted to Advertising major(s). Restricted to students with Senior class standing.Section Info: Priority for registration is given to majors who started coursework at Illinois prior to Fall 2018 and who are on track to graduate in SP21 or SU21. If seats are available, they will be released to additional majors graduating in FA21 who meet the pre-requisites on December 8. Please note: This section will have synchronous (live) sessions.",,,,,,,,ADV 498,The Sandage Project,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ADV/498.html,2021,spring,ADV,2021-sp,2021.0,Spring,ADV,498.0,The Sandage Project,ONL,0.0,25.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Meron, Shachar",3.934,30.0
31724,945364,945364,UNKNOWN,68556.0,Online,AL,03:00 PM - 04:15 PM,TR,,"Pahre, J",LAW 303,Living the Law,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAW/303.html,2021,spring,LAW,2021-sp,2021.0,Spring,LAW,303.0,Living the Law,ONL,25.0,25.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Pahre, Jennifer N",3.933,59.0
34634,948274,948274,"Credit: 3 hoursSection Info: “Restricted to Information Sciences majors until 1/18/21 by noon. INFO Minors will be able to register starting 12/11/20 by noon. For more information about this major, please visit: http://go.ischool.illinois.edu/BSIS. We will not provide overrides, please wait until the course restrictions are removed. Questions may be sent to ischool-is@illinois.edu”Restriction(s): Not intended for students with Freshman or Sophomore class standing. Restricted to Undergrad - Urbana-Champaign.",,,,,,,,IS 445,Data Visualization,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IS/445.html,2021,spring,IS,2021-sp,2021.0,Spring,IS,445.0,Data Visualization,ONL,0.0,33.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Naiman, Jill P",3.933,35.0
19927,933567,933567,UNKNOWN,40724.0,Online,A,11:00 AM - 12:20 PM,TR,,"Kim, M",BADM 322,Marketing Research,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/322.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,322.0,Marketing Research,ONL,0.0,30.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kim, Myoung Hee",3.933,35.0
29640,943280,943280,UNKNOWN,60626.0,Online,B,10:00 AM - 11:50 AM,R,,"Leffingwell, S",GLBL 296,Global St Foundation Seminar,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GLBL/296.html,2021,spring,GLBL,2021-sp,2021.0,Spring,GLBL,296.0,Mass Incarceration,ONL,2.0,18.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Kilgore, James W",3.931,24.0
16681,930321,930321,Registration Notes: Restricted to Graduate - Urbana-Champaign.Section Info: Synchronous attendance not required. Compass LMS.,,,,,,,,EPSY 581,Applied Regression Analysis,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPSY/581.html,2021,spring,EPSY,2021-sp,2021.0,Spring,EPSY,581.0,Applied Regression Analysis,ONL,30.0,20.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Xia, Yan",3.931,53.0
26391,940031,940031,UNKNOWN,65169.0,Online Discussion,C,02:00 PM - 03:20 PM,TR,,"Raginsky, M",ECE 543,Statistical Learning Theory,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECE/543.html,2021,spring,ECE,2021-sp,2021.0,Spring,ECE,543.0,Statistical Learning Theory,OD,7.0,21.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Raginsky, Maxim",3.931,29.0
6115,919755,919755,"Date Range: Meets 25-Jan-21 - 19-Mar-21.Section Info: Synchronous attendance required, however accommodations can be made. Moodle LMS.Restriction(s): Restricted to EDM: Curr & Inst Online - UIUC, NDEG: Curr & Inst OnLine -UIUC, EDD:Ed Pol Org &Ldshp Onl-UIUC, EDM:Ed Pol Org&Ldrshp Onl-UIUC, NDEG:Ed Pol Org&LdrshpOnl-UIUC, or EDM:Ed Pol Org&Ldrshp Onl-UIUC.",,,,,,,,EPOL 523,Global Issues in Learning,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/EPOL/523.html,2021,spring,EPOL,2021-sp,2021.0,Spring,EPOL,523.0,Global Issues in Learning,ONL,0.0,46.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"McCarthy, Cameron R",3.929,56.0
3147,916787,916787,UNKNOWN,39646.0,Online Lecture,1,02:00 PM - 03:20 PM,MW,,"Ngumbi, ESmith, B",AFRO 224,Humanist Persp of Afro-Am Exp,3,"['USMC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/AFRO/224.html,2021,spring,AFRO,2021-sp,2021.0,Spring,AFRO,224.0,Race and Food Security,OLC,17.0,10.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Smith, Bobby J",3.927,32.0
14011,927651,927651,Special Approval: Departmental Approval RequiredSection Info: Students must be approved by the Student Academic Affairs Office (SAAO) to enroll in this section.Restriction(s): Restricted to Elementary Education major(s).,,,,,,,,CI 415,"Language Varieties, Cultures and Learning",3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CI/415.html,2021,spring,CI,2021-sp,2021.0,Spring,CI,415.0,"Lang Varieties,Cult,& Learning",ONL,9.0,15.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Lomax, Khalila",3.926,27.0
17550,931190,931190,"Registration Notes: Not intended for students with Freshman class standing.Section Info: All remaining available seats will be released on January 8, 2021.",,,,,,,,SOCW 321,Social Entre & Social Change,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOCW/321.html,2021,spring,SOCW,2021-sp,2021.0,Spring,SOCW,321.0,Social Entre & Social Change,OLC,6.0,18.0,2.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Raible, Stephanie E",3.926,27.0
14647,928287,928287,UNKNOWN,43661.0,Online Lecture,AL1,02:00 PM - 03:20 PM,TR,,"Dolezal, ATaylor, L",IB 432,Genes and Behavior,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IB/432.html,2021,spring,IB,2021-sp,2021.0,Spring,IB,432.0,Genes and Behavior,OLC,16.0,58.0,0.0,2.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dolezal, Adam G",3.925,80.0
3123,916763,916763,UNKNOWN,70804.0,Online,ONL,05:30 PM - 07:30 PM,M,,"Cope, WMattingly, STzirides, A",HRD 572,eLearning Ecologies,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/HRD/572.html,2021,spring,HRD,2021-sp,2021.0,Spring,HRD,572.0,eLearning Ecologies,ONL,39.0,5.0,7.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Cope, William",3.925,53.0
34699,948339,948339,,,,,,,,,HORT 105,Vegetable Gardening,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/HORT/105.html,2021,spring,HORT,2021-sp,2021.0,Spring,HORT,105.0,Vegetable Gardening,OLC,76.0,19.0,8.0,1.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mason, Sandra L",3.923,108.0
15023,928663,928663,Credit: 1 hoursSpecial Approval: Instructor Approval RequiredDate Range: Meets 22-Mar-21 - 05-May-21.Section Info: FOR LAS 101/102 INTERNS ONLY,,,,,,,,LAS 399,Leadership & Professional Development,1,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/LAS/399.html,2021,spring,LAS,2021-sp,2021.0,Spring,LAS,399.0,Leadership & Prof Development,OD,11.0,10.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Vallier, Nolan A",3.92,25.0
6896,920536,920536,"Section Info: Registration restricted to MAS & MSA students through Jan 5. This course will open to students in the first stage of the BSA/MAS program at 9:30 am Jan 6.  Accountancy course prerequisites are strictly enforced.  The Accounting Department will not allow students to advance in the accounting curriculum if they have not met the required prerequisite for previous accountancy courses taken.  Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.Restriction(s): Restricted to MAS:Accountancy -UIUC, BS:Accountancy -UIUC, BS: Business Multi Majors-UIUC, or MS: Accy - Cost Rec -UIUC.Restricted to BS/MS Accy 3+2 Pgm students.",,,,,,,,ACCY 517,Financial Statement Analysis,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ACCY/517.html,2021,spring,ACCY,2021-sp,2021.0,Spring,ACCY,517.0,Financial Statement Analysis,OLC,9.0,15.0,4.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Li, Yue",3.92,29.0
19733,933373,933373,UNKNOWN,72929.0,Online,ONL,ARRANGED -,,,"Taghaboni-Dutta, F",BADM 589,Project Management,2;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/589.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,589.0,Project Management,ONL,6.0,13.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Venkateswaran, Venkatasub",3.92,21.0
18616,932256,932256,UNKNOWN,65839.0,Online Discussion,JS1,09:30 AM - 10:45 AM,R,,"Smothers, STurner, D",GS 198,DGS Honors Seminar,0,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/GS/198.html,2021,spring,GS,2021-sp,2021.0,Spring,GS,198.0,DGS Honors Seminar,OD,13.0,12.0,2.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Flack, Corey J",3.92,29.0
17511,931151,931151,Restriction(s): Restricted to Graduate - Urbana-Champaign. Restricted to MSW:Social Work -UIUC.,,,,,,,,SOCW 519,Public School Policy/Services,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOCW/519.html,2021,spring,SOCW,2021-sp,2021.0,Spring,SOCW,519.0,Public School Policy/Services,OLC,0.0,22.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hensold, Katherine A",3.92,25.0
26937,940577,940577,UNKNOWN,72865.0,Online Lecture,N,11:00 AM - 12:20 PM,TR,,"Driggs-Campbell, KLiang, E",ECE 484,Principles of Safe Autonomy,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ECE/484.html,2021,spring,ECE,2021-sp,2021.0,Spring,ECE,484.0,Principles of Safe Autonomy,OLC,5.0,22.0,5.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Driggs-Campbell, Katherin",3.92,33.0
6134,919774,919774,UNKNOWN,65186.0,Online Lab,GD1,09:30 AM - 12:10 PM,TR,,"Kharadi, DMercer, L",ARTD 218,Interaction Design Foundation,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ARTD/218.html,2021,spring,ARTD,2021-sp,2021.0,Spring,ARTD,218.0,Interaction Design Foundation,OLB,16.0,5.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mercer, Lisa",3.917,24.0
14965,928605,928605,UNKNOWN,70475.0,Online,IMB,ARRANGED -,,,"Raquel, SRindfleisch, A",MBA 541,Marketing in a Digital World,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MBA/541.html,2021,spring,MBA,2021-sp,2021.0,Spring,MBA,541.0,Marketing in a Digital World,ONL,562.0,111.0,18.0,11.0,7.0,4.0,2.0,2.0,0.0,0.0,0.0,1.0,6.0,0.0,"Rindfleisch, Aric P",3.917,724.0
12056,925696,925696,UNKNOWN,63466.0,Online Discussion,AD2,ARRANGED -,,,"Cano, A",MACS 100,Intro to Popular TV & Movies,3,"['WCC', 'HA']",data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MACS/100.html,2021,spring,MACS,2021-sp,2021.0,Spring,MACS,100.0,Intro to Popular TV & Movies,DIS,24.0,5.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mukhopadhyay, Anirban",3.917,32.0
13381,927021,927021,UNKNOWN,37513.0,Online,B1,09:00 AM - 09:50 AM,W,,"Hoffmeister, A",MATH 117,Elementary Mathematics,4,['QRA'],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/MATH/117.html,2021,spring,MATH,2021-sp,2021.0,Spring,MATH,117.0,Elementary Mathematics,ONL,5.0,17.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Hoffmeister, April M",3.917,24.0
6765,920405,920405,Section Info: Students are required to log in and use Compass2g (compass2g.illinois.edu) in order to complete this course.Restriction(s): Restricted to Technology and Management minor(s).,,,,,,,,ACCY 200,Fundamentals of Accounting,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ACCY/200.html,2021,spring,ACCY,2021-sp,2021.0,Spring,ACCY,200.0,Fundamentals of Accounting,OLC,13.0,17.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Zhang, Li",3.917,36.0
33078,946718,946718,UNKNOWN,50117.0,Online,N,11:00 AM - 12:15 PM,WF,,"Fischer, P",CS 555,Numerical Methods for PDEs,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CS/555.html,2021,spring,CS,2021-sp,2021.0,Spring,CS,555.0,Numerical Methods for PDEs,ONL,6.0,14.0,3.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Fischer, Paul",3.917,24.0
445,914085,914085,UNKNOWN,39501.0,Online,B,02:00 PM - 03:20 PM,TR,,"Wirtz, J",ADV 410,Public Relations Strategies,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/ADV/410.html,2021,spring,ADV,2021-sp,2021.0,Spring,ADV,410.0,Public Relations Strategies,ONL,20.0,2.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Wirtz, John",3.917,24.0
24635,938275,938275,UNKNOWN,36190.0,Online,1UG,02:00 PM - 03:20 PM,TR,,"Chen, Y",STAT 427,Statistical Consulting,3;4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/427.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,427.0,Statistical Consulting,ONL,0.0,28.0,6.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Chen, Yuguo",3.915,35.0
24369,938009,938009,Credit: 4 hoursRegistration Notes: Restricted to Graduate - Urbana-Champaign.,,,,,,,,IE 534,Deep Learning,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/IE/534.html,2021,spring,IE,2021-sp,2021.0,Spring,IE,534.0,Deep Learning,ONL,91.0,13.0,10.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Sowers, Richard B",3.915,121.0
8888,922528,922528,UNKNOWN,65048.0,Online,SD,ARRANGED -,,,"Golecki, HPhillips, JTuladhar, S",BIOE 436,Senior Design II,2,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BIOE/436.html,2021,spring,BIOE,2021-sp,2021.0,Spring,BIOE,436.0,Senior Design II,ONL,0.0,22.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Golecki, Holly M",3.914,27.0
13791,927431,927431,UNKNOWN,31905.0,Online,C3,05:00 PM - 06:50 PM,T,,"Dean, S",CI 407,Theory Practice in Elementary School Teaching II,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/CI/407.html,2021,spring,CI,2021-sp,2021.0,Spring,CI,407.0,Thry Prac in Elem Schl Tchg II,ONL,0.0,21.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Dean, Sheila R",3.913,23.0
17407,931047,931047,UNKNOWN,67788.0,Online Lecture,19A,06:00 PM - 07:30 PM,T,,"Harden, K",SOCW 515,Integrated Health Care Policy and Services,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOCW/515.html,2021,spring,SOCW,2021-sp,2021.0,Spring,SOCW,515.0,Intg Health Care Pol and Svcs,OLC,0.0,22.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,"Harden, Kimberly L",3.913,23.0
17251,930891,930891,UNKNOWN,32864.0,Online Lecture,A,01:00 PM - 03:50 PM,R,,"Bennett, K",SOCW 541,Clinical Research Seminar,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/SOCW/541.html,2021,spring,SOCW,2021-sp,2021.0,Spring,SOCW,541.0,Clinical Research Seminar,OLC,0.0,18.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Bennett, Kyle M",3.913,23.0
8572,922212,922212,UNKNOWN,63568.0,Online,P,09:30 AM - 10:50 AM,TR,,"Raskie, S",FIN 435,Personal Wealth Management,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/FIN/435.html,2021,spring,FIN,2021-sp,2021.0,Spring,FIN,435.0,Personal Wealth Management,ONL,0.0,27.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Raskie, Sterling",3.912,34.0
24729,938369,938369,Registration Notes: Restricted to Graduate - Urbana-Champaign.Section Info: For Statistics course registration information:  go.illinois.edu/StatisticsRegistration,,,,,,,,STAT 575,Large Sample Theory,4,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/STAT/575.html,2021,spring,STAT,2021-sp,2021.0,Spring,STAT,575.0,Large Sample Theory,ONL,6.0,11.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Li, Xinran",3.91,22.0
19623,933263,933263,UNKNOWN,53412.0,Online,A,02:00 PM - 03:20 PM,TR,,"Mehta, S",BADM 351,E-Business Management,3,[],data/courses/courses.illinois.edu/cisapp/explorer/schedule/2021/spring/BADM/351.html,2021,spring,BADM,2021-sp,2021.0,Spring,BADM,351.0,E-Business Management,ONL,46.0,9.0,1.0,4.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"Mehta, Sameer",3.909,62.0
